output_code,output_name,output_type,select_condition,spss_source_size
表1-2-O001,"01-表1-2-ID不一致",ERROR_GROUP,"ID是否一致 = 1",102
表1-2-O002,"02-表1-2-ID重复",ERROR_GROUP,"PrimaryFirst1 = 0",107
表1-2-O003,"03-表1-2-基本信息缺失",ERROR_GROUP,"地市编码缺失 = 1 OR 县区编码缺失=1 OR 城乡编码缺失或异常=1 OR 学校编码缺失 =1",170
表1-2-O004,"表1-2-清理后",CLEAN_DATA,"地市编码缺失 = 0 AND 县区编码缺失=0 AND 城乡编码缺失或异常=0 AND 学校编码缺失=0 AND ID是否一致=0 AND PrimaryFirst1=1",197
表1-2-O005,"04-表1-2-学校信息缺失",ERROR_GROUP,"学校性质缺失=1 OR 寄宿学校缺失=1 OR 学校类型缺失 = 1",153
表1-2-O006,"05表1-2-学生情况异常",ERROR_GROUP,"学生情况1=1 OR 学生情况2=1",136
