output_code,output_name,output_type,select_condition,spss_source_size
表1-3-O001,"01-表1-3-ID不一致",ERROR_GROUP,"ID是否一致 = 1",102
表1-3-O002,"02-表1-3-ID重复",ERROR_GROUP,"PrimaryFirst1 = 0",107
表1-3-O003,"03-表1-3-基本信息缺失",ERROR_GROUP,"地市编码缺失 =1 OR 县区编码缺失=1 OR 城乡编码缺失或异常=1 OR 学校编码缺失 =1",170
表1-3-O004,"04-表1-3-教室年级代码缺失",ERROR_GROUP,"小学教室1班级代码缺失 = 1 OR 小学教室2班级代码缺失 = 1 OR 小学教室3班级代码缺失 = 1 OR 小学教室4班级代码缺失 = 1 OR 小学教室5班级代码缺失 = 1 OR 小学教室6班级代码缺失 = 1 OR 初中教室1班级代码缺失 = 1 OR 初中教室2班级代码缺失 = 1 OR 初中教室3班级代码缺失 = 1 OR 初中教室4班级代码缺失 = 1 OR 初中教室5班级代码缺失 = 1 OR 初中教室6班级代码缺失 = 1 OR 小学教室1年级代码缺失或异常 = 1 OR 小学教室2年级代码缺失或异常 = 1 OR 小学教室3年级代码缺失或异常 = 1 OR 小学教室4年级代码缺失或异常 = 1 OR 小学教室5年级代码缺失或异常 = 1 OR 小学教室6年级代码缺失或异常 = 1 OR 初中教室1年级代码缺失或异常 = 1 OR 初中教室2年级代码缺失或异常 = 1 OR 初中教室3年级代码缺失或异常 = 1 OR 初中教室4年级代码缺失或异常 = 1 OR 初中教室5年级代码缺失或异常 = 1 OR 初中教室6年级代码缺失或异常 = 1",747
表1-3-O005,"表1-3-清理后",CLEAN_DATA,"地市编码缺失 = 0 AND 县区编码缺失=0 AND 城乡编码缺失或异常=0 AND 学校编码缺失=0 AND ID是否一致=0 AND PrimaryFirst1=1",197
