output_code,output_name,output_type,select_condition,spss_source_size
表2-3-O001,"01-表2-3-ID不一致-幼儿园",ERROR_GROUP,"ID是否一致 = 1",106
表2-3-O002,"02-表2-3-ID重复-幼儿园",ERROR_GROUP,"PrimaryFirst1 = 0",111
表2-3-O003,"03-表2-3-基本信息缺失-幼儿园",ERROR_GROUP,"地市编码缺失 = 1 OR 县区编码缺失=1 OR 城乡编码缺失或异常=1 OR 学校编码缺失=1 OR 年级编码缺失或异常=1 OR 性别编码缺失或异常=1 OR 出生日期缺失=1 OR 检测日期缺失=1",228
表2-3-O004,"04-表2-3-年龄异常-幼儿园",ERROR_GROUP,"年龄异常=1",128
表2-3-O005,"表2-3-清理后-幼儿园",CLEAN_DATA,"地市编码缺失 = 0 AND 县区编码缺失=0 AND 城乡编码缺失或异常=0 AND 学校编码缺失=0 AND 年级编码缺失或异常=0 AND 性别编码缺失或异常=0 AND 出生日期缺失=0 AND 检测日期缺失=0 AND ID是否一致=0 AND PrimaryFirst1=1 AND 年龄异常=0",272
