rule_code,target_variable,rule_type,source_variables,step_count,label,spss_source_size,java_preview
表1-2-R001,ID3,COMPUTE,"PROVINCE;CITY;COUNTY;POINT;SCHOOL",0,"ID3",92,"ID3 = evalDecimal(""((10**7)*province)+((10**5)*city)+(county*(10**3))+(point*100)+school"")"
表1-2-R002,ID是否一致,ROW_CHECK,"ID1;ID3",2,"ID是否一致",160,"ID是否一致 = evalDecimal(""ID1 - ID3""); recode(ID是否一致 -> ID是否一致); ID是否一致 = missing(ID是否一致) || ID是否一致 != 0 ? 1 : 0"
表1-2-R003,学生情况1,ROW_CHECK,"A41;A42;A43",2,"在校学生人数",154,"学生情况1 = evalDecimal(""A41-A42-A43""); recode(学生情况1 -> 学生情况1); 学生情况1 = missing(学生情况1) || 学生情况1 != 0 ? 1 : 0"
表1-2-R004,学生情况2,ROW_CHECK,"A44;A45;A46",2,"住校学生人数",154,"学生情况2 = evalDecimal(""A44-A45-A46""); recode(学生情况2 -> 学生情况2); 学生情况2 = missing(学生情况2) || 学生情况2 != 0 ? 1 : 0"
表1-2-R005,地市编码缺失,ROW_CHECK,"CITY",1,"地市编码缺失",53,"recode(city -> 地市编码缺失); 地市编码缺失 = missing(地市编码缺失) || 地市编码缺失 != 0 ? 1 : 0"
表1-2-R006,县区编码缺失,ROW_CHECK,"COUNTY",1,"县区编码缺失",55,"recode(county -> 县区编码缺失); 县区编码缺失 = missing(县区编码缺失) || 县区编码缺失 != 0 ? 1 : 0"
表1-2-R007,城乡编码缺失或异常,ROW_CHECK,"POINT",1,"城乡编码缺失或异常",69,"recode(point -> 城乡编码缺失或异常); 城乡编码缺失或异常 = missing(城乡编码缺失或异常) || 城乡编码缺失或异常 != 0 ? 1 : 0"
表1-2-R008,学校编码缺失,ROW_CHECK,"SCHOOL",1,"学校编码缺失",118,"recode(school -> 学校编码缺失); 学校编码缺失 = missing(学校编码缺失) || 学校编码缺失 != 0 ? 1 : 0"
表1-2-R009,学校性质缺失,ROW_CHECK,"A1",1,"学校性质缺失",65,"recode(A1 -> 学校性质缺失); 学校性质缺失 = missing(学校性质缺失) || 学校性质缺失 != 0 ? 1 : 0"
表1-2-R010,寄宿学校缺失,ROW_CHECK,"A2",1,"寄宿学校缺失",65,"recode(A2 -> 寄宿学校缺失); 寄宿学校缺失 = missing(寄宿学校缺失) || 寄宿学校缺失 != 0 ? 1 : 0"
表1-2-R011,学校类型缺失,ROW_CHECK,"A3",1,"学校类型缺失",117,"recode(A3 -> 学校类型缺失); 学校类型缺失 = missing(学校类型缺失) || 学校类型缺失 != 0 ? 1 : 0"
