rule_code,step_no,step_type,source,target,condition,expression
表3-1-R002,1,COMPUTE,,ID是否一致,"","ID1 - ID3"
表3-1-R002,2,RECODE,ID是否一致,,"",""
表3-1-R003,1,RECODE,city,,"",""
表3-1-R004,1,RECODE,county,,"",""
表3-1-R005,1,RECODE,point,,"",""
表3-1-R006,1,RECODE,school,,"",""
表3-1-R007,1,RECODE,A01,,"",""
表3-1-R008,1,RECODE,A02,,"",""
表3-1-R009,1,RECODE,A04,,"",""
表3-1-R010,1,RECODE,A05,,"",""
