rule_code,step_no,step_type,source,target,condition,expression
表2-3-R003,1,COMPUTE,,ID是否一致,"","id1 - ID3"
表2-3-R003,2,RECODE,ID是否一致,,"",""
表2-3-R004,1,RECODE,city,,"",""
表2-3-R005,1,RECODE,county,,"",""
表2-3-R006,1,RECODE,point,,"",""
表2-3-R007,1,RECODE,school,,"",""
表2-3-R008,1,RECODE,gender,,"",""
表2-3-R009,1,RECODE,birth,,"",""
表2-3-R010,1,RECODE,examine,,"",""
表2-3-R011,1,RECODE,grade,,"",""
表2-3-R012,1,RECODE,age2,,"",""
